id_cidade,data,sensor,valor,cidade
23265102,2021-04-30 05:30:00,tempsolonu40cm,-96.3,Londrina
23265102,2021-04-30 05:45:00,tempsolonu40cm,-96.2,Londrina
23265102,2021-04-30 06:00:00,tempsolonu40cm,-96.3,Londrina
23265102,2021-04-30 06:15:00,tempsolonu40cm,-96.2,Londrina
23265102,2021-04-30 06:30:00,tempsolonu40cm,-96.3,Londrina
23265102,2021-04-30 06:45:00,tempsolonu40cm,-96.3,Londrina
23265102,2021-04-30 07:00:00,tempsolonu40cm,-96.3,Londrina
23265102,2021-04-30 07:15:00,tempsolonu40cm,-96.3,Londrina
23265102,2021-04-30 07:30:00,tempsolonu40cm,-96.3,Londrina
23265102,2021-04-30 07:45:00,tempsolonu40cm,-96.3,Londrina
23265102,2021-04-30 08:00:00,tempsolonu40cm,-96.2,Londrina
23265102,2021-04-30 08:15:00,tempsolonu40cm,-96.1,Londrina
23265102,2021-04-30 08:30:00,tempsolonu40cm,-95.6,Londrina
23265102,2021-04-30 08:45:00,tempsolonu40cm,-94.3,Londrina
23265102,2021-04-30 09:00:00,tempsolonu40cm,-94.1,Londrina
23265102,2021-04-30 09:15:00,tempsolonu40cm,-93.2,Londrina
23265102,2021-04-30 09:30:00,tempsolonu40cm,-92.0,Londrina
23265102,2021-04-30 09:45:00,tempsolonu40cm,-91.0,Londrina
23265102,2021-04-30 10:00:00,tempsolonu40cm,-90.6,Londrina
23265102,2021-04-30 10:15:00,tempsolonu40cm,-89.8,Londrina
23265102,2021-04-30 10:30:00,tempsolonu40cm,-89.4,Londrina
23265102,2021-04-30 10:45:00,tempsolonu40cm,-89.2,Londrina
23265102,2021-04-30 11:00:00,tempsolonu40cm,-88.5,Londrina
23265102,2021-04-30 11:15:00,tempsolonu40cm,-88.1,Londrina
23265102,2021-04-30 11:30:00,tempsolonu40cm,-87.8,Londrina
23265102,2021-04-30 11:45:00,tempsolonu40cm,-87.3,Londrina
23265102,2021-04-30 12:00:00,tempsolonu40cm,-87.2,Londrina
23265102,2021-04-30 12:15:00,tempsolonu40cm,-87.2,Londrina
23265102,2021-04-30 12:30:00,tempsolonu40cm,-86.7,Londrina
23265102,2021-04-30 12:45:00,tempsolonu40cm,-86.6,Londrina
23265102,2021-04-30 13:00:00,tempsolonu40cm,-86.7,Londrina
23265102,2021-04-30 13:15:00,tempsolonu40cm,-86.0,Londrina
23265102,2021-04-30 13:30:00,tempsolonu40cm,-85.7,Londrina
23265102,2021-04-30 13:45:00,tempsolonu40cm,-85.3,Londrina
23265102,2021-04-30 14:00:00,tempsolonu40cm,-85.4,Londrina
23265102,2021-04-30 14:15:00,tempsolonu40cm,-85.3,Londrina
23265102,2021-04-30 14:30:00,tempsolonu40cm,-85.1,Londrina
23265102,2021-04-30 14:45:00,tempsolonu40cm,-85.1,Londrina
23265102,2021-04-30 15:00:00,tempsolonu40cm,-85.1,Londrina
23265102,2021-04-30 15:15:00,tempsolonu40cm,-85.2,Londrina
23265102,2021-04-30 15:30:00,tempsolonu40cm,-85.3,Londrina
23265102,2021-04-30 15:45:00,tempsolonu40cm,-85.3,Londrina
23265102,2021-04-30 16:00:00,tempsolonu40cm,-85.3,Londrina
23265102,2021-04-30 16:15:00,tempsolonu40cm,-85.4,Londrina
23265102,2021-04-30 16:30:00,tempsolonu40cm,-85.4,Londrina
23265102,2021-04-30 16:45:00,tempsolonu40cm,-86.2,Londrina
23265102,2021-04-30 17:00:00,tempsolonu40cm,-86.6,Londrina
23265102,2021-04-30 17:15:00,tempsolonu40cm,-86.9,Londrina
23265102,2021-04-30 17:30:00,tempsolonu40cm,-86.7,Londrina
23265102,2021-04-30 17:45:00,tempsolonu40cm,-86.2,Londrina
23265102,2021-04-30 18:00:00,tempsolonu40cm,-86.7,Londrina
23265102,2021-04-30 18:15:00,tempsolonu40cm,-87.1,Londrina
23265102,2021-04-30 18:30:00,tempsolonu40cm,-87.5,Londrina
23265102,2021-04-30 18:45:00,tempsolonu40cm,-87.8,Londrina
23265102,2021-04-30 19:00:00,tempsolonu40cm,-89.0,Londrina
23265102,2021-04-30 19:15:00,tempsolonu40cm,-89.2,Londrina
23265102,2021-04-30 19:30:00,tempsolonu40cm,-89.5,Londrina
23265102,2021-04-30 19:45:00,tempsolonu40cm,-89.5,Londrina
23265102,2021-04-30 20:00:00,tempsolonu40cm,-89.8,Londrina
23265102,2021-04-30 20:15:00,tempsolonu40cm,-90.2,Londrina
23265102,2021-04-30 20:30:00,tempsolonu40cm,-90.7,Londrina
23265102,2021-04-30 20:45:00,tempsolonu40cm,-89.8,Londrina
23265102,2021-04-30 21:00:00,tempsolonu40cm,-91.0,Londrina
23265102,2021-04-30 21:15:00,tempsolonu40cm,-91.2,Londrina
23265102,2021-04-30 21:30:00,tempsolonu40cm,-92.1,Londrina
23265102,2021-04-30 21:45:00,tempsolonu40cm,-92.2,Londrina
23265102,2021-04-30 22:00:00,tempsolonu40cm,-92.3,Londrina
23265102,2021-04-30 22:15:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-04-30 22:30:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-04-30 22:45:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-04-30 23:00:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-04-30 23:15:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-04-30 23:30:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-04-30 23:45:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-05-01 00:00:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-05-01 00:15:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-05-01 00:30:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-05-01 00:45:00,tempsolonu40cm,-92.4,Londrina
23265102,2021-05-01 01:00:00,tempsolonu40cm,-92.4,Londrina
